admin2,admin3,admin4,partner,province,municipality,barangay,date,Selected,First Installment,Second Installment
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,8/1/18,0,0,52
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,10/11/18,0,1,1
PH061900000,PH061909000,PH061909007,IFRC,Capiz,Panay,Bago Grande,10/25/18,0,1,1
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,6/4/18,34,0,0
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,7/2/18,0,32,0
PH061900000,PH061909000,PH061909008,IFRC,Capiz,Panay,Bahit,8/1/18,0,0,32
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,6/4/18,52,0,0
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,7/2/18,0,51,0
PH061900000,PH061909000,PH061909011,IFRC,Capiz,Panay,Binangig,8/1/18,0,0,51
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,6/4/18,40,0,0
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,7/2/18,0,38,0
PH061900000,PH061909000,PH061909012,IFRC,Capiz,Panay,Binantuan,8/1/18,0,0,38
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,6/3/18,59,0,0
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,7/2/18,0,59,0
PH061900000,PH061909000,PH061909017,IFRC,Capiz,Panay,Cabugao Oeste,8/1/18,0,0,59
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,6/4/18,77,0,0
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,7/2/18,0,75,0
PH061900000,PH061909000,PH061909020,IFRC,Capiz,Panay,Candual,8/1/18,0,0,75
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,6/3/18,111,0,0
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,7/2/18,0,109,0
PH061900000,PH061909000,PH061909022,IFRC,Capiz,Panay,Daga,8/1/18,0,0,109
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,6/4/18,67,0,0
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,7/2/18,0,67,0
PH061900000,PH061909000,PH061909027,IFRC,Capiz,Panay,Libon,7/31/18,0,0,67
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,6/3/18,89,0,0
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,7/2/18,0,88,0
PH061900000,PH061909000,PH061909028,IFRC,Capiz,Panay,Linao,7/31/18,0,0,88
PH061900000,PH061909000,PH061909030,IFRC,Capiz,Panay,Lomboy,6/15/18,41,0,0
PH061900000,PH061909000,PH061909030,IFRC,Capiz,Panay,Lomboy,8/23/18,0,41,0
PH061900000,PH061909000,PH061909030,IFRC,Capiz,Panay,Lomboy,10/11/18,0,0,41
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,6/3/18,99,0,0
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,7/2/18,0,99,0
PH061900000,PH061909000,PH061909031,IFRC,Capiz,Panay,Lus-Onan,7/31/18,0,0,99
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,6/4/18,97,0,0
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,7/2/18,0,97,0
PH061900000,PH061909000,PH061909032,IFRC,Capiz,Panay,Magubilan,7/31/18,0,0,97
PH061900000,PH061909000,PH061909035,IFRC,Capiz,Panay,Pili,6/15/18,25,0,0
PH061900000,PH061909000,PH061909035,IFRC,Capiz,Panay,Pili,8/23/18,0,25,0
PH061900000,PH061909000,PH061909035,IFRC,Capiz,Panay,Pili,10/11/18,0,0,25
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,6/5/18,115,0,0
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,7/2/18,0,115,0
PH061900000,PH061910000,PH061910004,IFRC,Capiz,Panitan,Ambilay,7/31/18,0,0,115
PH061900000,PH061910000,PH061910005,IFRC,Capiz,Panitan,Bahit,6/21/18,169,0,0
PH061900000,PH061910000,PH061910005,IFRC,Capiz,Panitan,Bahit,8/23/18,0,169,0
PH061900000,PH061910000,PH061910005,IFRC,Capiz,Panitan,Bahit,10/11/18,0,0,168
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,6/5/18,85,0,0
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,7/2/18,0,85,0
PH061900000,PH061910000,PH061910006,IFRC,Capiz,Panitan,Balatucan,7/31/18,0,0,85
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,6/5/18,177,0,0
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,7/2/18,0,177,0
PH061900000,PH061910000,PH061910009,IFRC,Capiz,Panitan,Cabangahan,7/31/18,0,0,177
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,6/5/18,90,0,0
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,7/2/18,0,88,0
PH061900000,PH061910000,PH061910008,IFRC,Capiz,Panitan,Cabugao,7/31/18,0,0,87
PH061900000,PH061910000,PH061910010,IFRC,Capiz,Panitan,Cadio,6/21/18,101,0,0
PH061900000,PH061910000,PH061910010,IFRC,Capiz,Panitan,Cadio,9/27/18,0,101,0
PH061900000,PH061910000,PH061910010,IFRC,Capiz,Panitan,Cadio,10/11/18,0,0,100
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,6/5/18,80,0,0
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,7/2/18,0,77,0
PH061900000,PH061910000,PH061910011,IFRC,Capiz,Panitan,Cala-an,7/31/18,0,0,77
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,6/5/18,162,0,0
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,7/2/18,0,160,0
PH061900000,PH061910000,PH061910012,IFRC,Capiz,Panitan,Capagao,7/31/18,0,0,160
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,6/26/18,171,0,0
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,8/23/18,0,171,0
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,9/27/18,3,3,0
PH061900000,PH061910000,PH061910014,IFRC,Capiz,Panitan,Conciencia,10/11/18,0,0,174
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,6/5/18,44,0,0
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,7/2/18,0,44,0
PH061900000,PH061910000,PH061910017,IFRC,Capiz,Panitan,Pasugue,7/31/18,0,0,44
PH061900000,PH061910000,PH061910020,IFRC,Capiz,Panitan,Quios,6/21/18,98,0,0
PH061900000,PH061910000,PH061910020,IFRC,Capiz,Panitan,Quios,8/23/18,0,98,0
PH061900000,PH061910000,PH061910020,IFRC,Capiz,Panitan,Quios,10/11/18,0,0,98
PH061900000,PH061910000,PH061910025,IFRC,Capiz,Panitan,Tincupon,6/26/18,164,0,0
PH061900000,PH061910000,PH061910025,IFRC,Capiz,Panitan,Tincupon,8/23/18,0,164,0
PH061900000,PH061910000,PH061910025,IFRC,Capiz,Panitan,Tincupon,10/11/18,0,0,164
PH061900000,PH061917000,PH061917001,German Red Cross,Capiz,Tapaz,Abangay,10/11/18,42,0,0
PH061900000,PH061917000,PH061917001,German Red Cross,Capiz,Tapaz,Abangay,10/18/18,0,42,0
PH061900000,PH061917000,PH061917001,German Red Cross,Capiz,Tapaz,Abangay,11/8/18,0,0,42
PH061900000,PH061917000,PH061917003,German Red Cross,Capiz,Tapaz,Agcococ,10/11/18,80,0,0
PH061900000,PH061917000,PH061917003,German Red Cross,Capiz,Tapaz,Agcococ,10/18/18,0,80,0
PH061900000,PH061917000,PH061917003,German Red Cross,Capiz,Tapaz,Agcococ,11/8/18,0,0,78
PH061900000,PH061917000,PH061917004,German Red Cross,Capiz,Tapaz,Aglinab,10/11/18,81,0,0
PH061900000,PH061917000,PH061917004,German Red Cross,Capiz,Tapaz,Aglinab,10/18/18,0,81,0
PH061900000,PH061917000,PH061917004,German Red Cross,Capiz,Tapaz,Aglinab,11/8/18,0,0,81
PH061900000,PH061917000,PH061917008,German Red Cross,Capiz,Tapaz,Artuz,10/11/18,128,0,0
PH061900000,PH061917000,PH061917008,German Red Cross,Capiz,Tapaz,Artuz,10/18/18,0,128,0
PH061900000,PH061917000,PH061917008,German Red Cross,Capiz,Tapaz,Artuz,11/8/18,0,0,128
PH061900000,PH061917000,PH061917036,German Red Cross,Capiz,Tapaz,Roxas,10/11/18,151,0,0
PH061900000,PH061917000,PH061917036,German Red Cross,Capiz,Tapaz,Roxas,10/18/18,0,151,0
PH061900000,PH061917000,PH061917036,German Red Cross,Capiz,Tapaz,Roxas,11/8/18,0,0,151
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,9/1/18,181,0,0
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,10/4/18,16,0,0
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,10/11/18,1,0,0
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,10/25/18,0,198,0
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,11/1/18,186,0,0
PH072200000,PH072209000,PH072209001,German Red Cross,Cebu,Bantayan,Atop-atop,11/22/18,0,186,198
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,9/1/18,68,0,0
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,10/4/18,66,0,0
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,10/11/18,-5,0,0
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,10/25/18,0,129,0
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,11/1/18,186,0,0
PH072200000,PH072209000,PH072209003,German Red Cross,Cebu,Bantayan,Baod,11/22/18,0,186,129
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,9/1/18,120,0,0
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,10/4/18,2,0,0
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,10/11/18,1,0,0
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,10/25/18,0,123,0
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,11/1/18,139,0,0
PH072200000,PH072209000,PH072209009,German Red Cross,Cebu,Bantayan,Guiwanon,11/22/18,0,139,123
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,9/1/18,157,0,0
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,10/4/18,8,0,0
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,10/25/18,0,165,0
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,11/1/18,200,0,0
PH072200000,PH072209000,PH072209012,German Red Cross,Cebu,Bantayan,Kangkaibe,11/22/18,0,200,165
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,9/1/18,244,0,0
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,10/4/18,-52,0,0
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,10/11/18,-2,0,0
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,10/25/18,0,190,0
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,11/1/18,144,0,0
PH072200000,PH072209000,PH072209016,German Red Cross,Cebu,Bantayan,Mojon,11/22/18,0,144,190
PH072200000,PH072211000,PH072211002,German Red Cross,Cebu,City Of Bogo,Anonang Norte,11/15/18,137,0,0
PH072200000,PH072211000,PH072211003,German Red Cross,Cebu,City Of Bogo,Anonang Sur,11/15/18,149,0,0
PH072200000,PH072211000,PH072211005,German Red Cross,Cebu,City Of Bogo,Binabag,11/15/18,173,0,0
PH072200000,PH072211000,PH072211015,German Red Cross,Cebu,City Of Bogo,Libertad,11/22/18,110,0,0
PH072200000,PH072211000,PH072211017,German Red Cross,Cebu,City Of Bogo,Malingin,11/15/18,145,0,0
PH072200000,PH072211000,PH072211017,German Red Cross,Cebu,City Of Bogo,Malingin,11/22/18,-1,0,0
PH072200000,PH072211000,PH072211020,German Red Cross,Cebu,City Of Bogo,Odlot,11/22/18,87,0,0
PH072200000,PH072221000,PH072221004,Japanese Red Cross,Cebu,Daanbantayan,Bateria,11/8/18,161,0,0
PH072200000,PH072221000,PH072221004,Japanese Red Cross,Cebu,Daanbantayan,Bateria,11/22/18,-10,0,0
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,11/8/18,181,0,0
PH072200000,PH072221000,PH072221005,Japanese Red Cross,Cebu,Daanbantayan,Bitoon,11/22/18,-24,0,0
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,11/8/18,156,0,0
PH072200000,PH072221000,PH072221006,Japanese Red Cross,Cebu,Daanbantayan,Calape,11/22/18,-13,0,0
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,11/8/18,162,0,0
PH072200000,PH072221000,PH072221009,Japanese Red Cross,Cebu,Daanbantayan,Lanao,11/22/18,-3,0,0
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,11/8/18,150,0,0
PH072200000,PH072221000,PH072221012,Japanese Red Cross,Cebu,Daanbantayan,Malingin,11/22/18,-16,0,0
PH072200000,PH072221000,PH072221015,French Red Cross,Cebu,Daanbantayan,Paypay,8/30/18,500,0,0
PH072200000,PH072221000,PH072221015,French Red Cross,Cebu,Daanbantayan,Paypay,10/25/18,0,499,0
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,10/4/18,102,0,0
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,10/11/18,6,0,0
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,10/25/18,0,108,0
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,11/1/18,169,0,0
PH072200000,PH072228000,PH072228001,German Red Cross,Cebu,Madridejos,Bunakan,11/22/18,0,169,108
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,9/1/18,158,0,0
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,10/4/18,12,0,0
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,10/11/18,17,0,0
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,10/25/18,0,187,0
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,11/1/18,176,0,0
PH072200000,PH072228000,PH072228013,German Red Cross,Cebu,Madridejos,Tarong,11/22/18,0,176,187
PH072200000,PH072243000,PH072243001,IFRC,Cebu,San Remigio,Anapog,11/1/18,165,0,0
PH072200000,PH072243000,PH072243001,IFRC,Cebu,San Remigio,Anapog,11/8/18,0,164,0
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,7/6/18,0,132,0
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,7/18/18,136,0,0
PH072200000,PH072243000,PH072243002,IFRC,Cebu,San Remigio,Argawanon,8/24/18,0,0,126
PH072200000,PH072243000,PH072243003,IFRC,Cebu,San Remigio,Bagtic,11/1/18,135,0,0
PH072200000,PH072243000,PH072243003,IFRC,Cebu,San Remigio,Bagtic,11/8/18,0,135,0
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,8/30/18,0,136,0
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,9/6/18,136,0,0
PH072200000,PH072243000,PH072243004,IFRC,Cebu,San Remigio,Bancasan,9/20/18,0,0,135
PH072200000,PH072243000,PH072243005,IFRC,Cebu,San Remigio,Batad,11/1/18,161,0,0
PH072200000,PH072243000,PH072243005,IFRC,Cebu,San Remigio,Batad,11/8/18,0,160,0
PH072200000,PH072243000,PH072243006,IFRC,Cebu,San Remigio,Busogon,11/1/18,173,0,0
PH072200000,PH072243000,PH072243006,IFRC,Cebu,San Remigio,Busogon,11/8/18,0,173,0
PH072200000,PH072243000,PH072243007,IFRC,Cebu,San Remigio,Calambua,11/1/18,177,0,0
PH072200000,PH072243000,PH072243007,IFRC,Cebu,San Remigio,Calambua,11/8/18,0,177,0
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,7/6/18,0,39,0
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,7/18/18,40,0,0
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,8/24/18,0,0,39
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,11/1/18,116,0,0
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,11/8/18,0,115,0
PH072200000,PH072243000,PH072243008,IFRC,Cebu,San Remigio,Canagahan,11/15/18,-1,0,0
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,7/6/18,0,64,0
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,7/18/18,64,0,0
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,8/24/18,0,0,64
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,11/1/18,86,0,0
PH072200000,PH072243000,PH072243009,IFRC,Cebu,San Remigio,Dapdap,11/8/18,0,85,0
PH072200000,PH072243000,PH072243010,IFRC,Cebu,San Remigio,Gawaygaway,11/1/18,154,0,0
PH072200000,PH072243000,PH072243010,IFRC,Cebu,San Remigio,Gawaygaway,11/8/18,0,150,0
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,7/6/18,0,187,0
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,7/18/18,188,0,0
PH072200000,PH072243000,PH072243011,IFRC,Cebu,San Remigio,Hagnaya,8/24/18,0,0,184
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,8/30/18,0,106,0
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,9/6/18,106,0,0
PH072200000,PH072243000,PH072243012,IFRC,Cebu,San Remigio,Kayam,9/21/18,0,0,104
PH072200000,PH072243000,PH072243013,IFRC,Cebu,San Remigio,Kinawahan,11/1/18,105,0,0
PH072200000,PH072243000,PH072243013,IFRC,Cebu,San Remigio,Kinawahan,11/8/18,0,105,0
PH072200000,PH072243000,PH072243014,IFRC,Cebu,San Remigio,Lambusan,11/1/18,170,0,0
PH072200000,PH072243000,PH072243014,IFRC,Cebu,San Remigio,Lambusan,11/8/18,0,170,0
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,11/1/18,131,0,0
PH072200000,PH072243000,PH072243015,IFRC,Cebu,San Remigio,Lawis,11/8/18,0,131,0
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,7/6/18,0,40,0
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,7/18/18,43,0,0
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,8/24/18,0,0,38
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,11/1/18,88,0,0
PH072200000,PH072243000,PH072243016,IFRC,Cebu,San Remigio,Libaong,11/8/18,0,87,0
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,11/1/18,216,0,0
PH072200000,PH072243000,PH072243017,IFRC,Cebu,San Remigio,Looc,11/8/18,0,216,0
PH072200000,PH072243000,PH072243018,IFRC,Cebu,San Remigio,Luyang,11/1/18,200,0,0
PH072200000,PH072243000,PH072243018,IFRC,Cebu,San Remigio,Luyang,11/8/18,0,198,0
PH072200000,PH072243000,PH072243019,IFRC,Cebu,San Remigio,Mano,11/1/18,194,0,0
PH072200000,PH072243000,PH072243019,IFRC,Cebu,San Remigio,Mano,11/8/18,0,191,0
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,7/6/18,0,66,0
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,7/18/18,66,0,0
PH072200000,PH072243000,PH072243020,IFRC,Cebu,San Remigio,Poblacion,8/24/18,0,0,64
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,11/1/18,200,0,0
PH072200000,PH072243000,PH072243021,IFRC,Cebu,San Remigio,Punta,11/8/18,0,200,0
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,8/30/18,108,0,0
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,8/30/18,0,107,0
PH072200000,PH072243000,PH072243022,IFRC,Cebu,San Remigio,Sab-a,9/22/18,0,0,107
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,8/30/18,0,84,0
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,9/6/18,84,0,0
PH072200000,PH072243000,PH072243023,IFRC,Cebu,San Remigio,San Miguel,9/23/18,0,0,83
PH072200000,PH072243000,PH072243024,IFRC,Cebu,San Remigio,Tacup,11/1/18,173,0,0
PH072200000,PH072243000,PH072243024,IFRC,Cebu,San Remigio,Tacup,11/8/18,0,173,0
PH072200000,PH072243000,PH072243025,IFRC,Cebu,San Remigio,Tambongon,11/1/18,188,0,0
PH072200000,PH072243000,PH072243025,IFRC,Cebu,San Remigio,Tambongon,11/8/18,0,186,0
PH072200000,PH072243000,PH072243026,IFRC,Cebu,San Remigio,To-ong,11/1/18,160,0,0
PH072200000,PH072243000,PH072243026,IFRC,Cebu,San Remigio,To-ong,11/8/18,0,160,0
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,8/30/18,173,0,0
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,8/30/18,0,169,0
PH072200000,PH072243000,PH072243027,IFRC,Cebu,San Remigio,Victoria,9/24/18,0,0,166
PH082600000,PH082602000,PH082602002,ICRC,Eastern Samar,Balangiga,Cag-olango,9/27/18,60,60,60
PH082600000,PH082602000,PH082602004,ICRC,Eastern Samar,Balangiga,Guinmaayohan,9/27/18,257,257,257
PH082600000,PH082602000,PH082602013,ICRC,Eastern Samar,Balangiga,Maybunga,9/27/18,38,38,38
PH082600000,PH082603000,PH082603001,ICRC,Eastern Samar,Balangkayan,Balogo,8/2/18,51,51,51
PH082600000,PH082603000,PH082603001,ICRC,Eastern Samar,Balangkayan,Balogo,9/27/18,3,3,3
PH082600000,PH082603000,PH082603002,ICRC,Eastern Samar,Balangkayan,Bangon,8/2/18,31,31,31
PH082600000,PH082603000,PH082603004,ICRC,Eastern Samar,Balangkayan,Cabay,9/27/18,65,65,65
PH082600000,PH082603000,PH082603008,ICRC,Eastern Samar,Balangkayan,Caisawan,8/2/18,90,90,90
PH082600000,PH082603000,PH082603009,ICRC,Eastern Samar,Balangkayan,Cantubi,8/2/18,13,13,13
PH082600000,PH082603000,PH082603010,ICRC,Eastern Samar,Balangkayan,General Malvar,8/2/18,22,22,22
PH082600000,PH082603000,PH082603012,ICRC,Eastern Samar,Balangkayan,Julag,8/2/18,23,23,23
PH082600000,PH082603000,PH082603013,ICRC,Eastern Samar,Balangkayan,Magsaysay,8/2/18,20,20,20
PH082600000,PH082603000,PH082603014,ICRC,Eastern Samar,Balangkayan,Maramag,9/27/18,54,54,54
PH082600000,PH082603000,PH082603015,ICRC,Eastern Samar,Balangkayan,Poblacion I,9/27/18,64,64,64
PH082600000,PH082603000,PH082603016,ICRC,Eastern Samar,Balangkayan,Poblacion II,9/27/18,23,23,23
PH082600000,PH082603000,PH082603017,ICRC,Eastern Samar,Balangkayan,Poblacion III,9/27/18,31,31,31
PH082600000,PH082603000,PH082603018,ICRC,Eastern Samar,Balangkayan,Poblacion IV,9/27/18,41,41,41
PH082600000,PH082603000,PH082603019,ICRC,Eastern Samar,Balangkayan,Poblacion V,9/27/18,26,26,26
PH082600000,PH082607000,PH082607028,ICRC,Eastern Samar,General Macarthur,Aguinaldo,9/27/18,8,8,8
PH082600000,PH082607000,PH082607002,ICRC,Eastern Samar,General Macarthur,Binalay,9/27/18,23,23,23
PH082600000,PH082607000,PH082607005,ICRC,Eastern Samar,General Macarthur,Domrog,9/27/18,8,8,8
PH082600000,PH082607000,PH082607010,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 1,9/27/18,5,5,5
PH082600000,PH082607000,PH082607011,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 2,9/27/18,22,22,22
PH082600000,PH082607000,PH082607012,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 3,9/27/18,5,5,5
PH082600000,PH082607000,PH082607013,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 4,9/27/18,5,5,5
PH082600000,PH082607000,PH082607014,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 5,9/27/18,6,6,6
PH082600000,PH082607000,PH082607015,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 6,9/27/18,4,4,4
PH082600000,PH082607000,PH082607016,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 7,9/27/18,21,21,21
PH082600000,PH082607000,PH082607017,ICRC,Eastern Samar,General Macarthur,Poblacion Barangay 8,9/27/18,5,5,5
PH082600000,PH082607000,PH082607021,ICRC,Eastern Samar,General Macarthur,San Isidro,9/27/18,5,5,5
PH082600000,PH082607000,PH082607023,ICRC,Eastern Samar,General Macarthur,Santa Cruz (Opong),9/27/18,12,12,12
PH082600000,PH082607000,PH082607026,ICRC,Eastern Samar,General Macarthur,Vigan,9/27/18,21,21,21
PH082600000,PH082608000,PH082608001,ICRC,Eastern Samar,Giporlos,Barangay 1 (Pob.),9/27/18,100,100,100
PH082600000,PH082608000,PH082608002,ICRC,Eastern Samar,Giporlos,Barangay 2 (Pob.),9/27/18,22,22,22
PH082600000,PH082608000,PH082608003,ICRC,Eastern Samar,Giporlos,Barangay 3 (Pob.),9/27/18,12,12,12
PH082600000,PH082608000,PH082608004,ICRC,Eastern Samar,Giporlos,Barangay 4 (Pob.),9/27/18,6,6,6
PH082600000,PH082608000,PH082608005,ICRC,Eastern Samar,Giporlos,Barangay 5 (Pob.),9/27/18,51,51,51
PH082600000,PH082608000,PH082608006,ICRC,Eastern Samar,Giporlos,Barangay 6 (Pob.),9/27/18,17,17,17
PH082600000,PH082608000,PH082608007,ICRC,Eastern Samar,Giporlos,Barangay 7 (Pob.),9/27/18,11,11,11
PH082600000,PH082608000,PH082608019,ICRC,Eastern Samar,Giporlos,Barangay 8 (Pob.),9/27/18,5,5,5
